Country,Lighthouse Name,DXCC,Continent,Location,ILLW,Status,Latitude,Longitude,Location Source
Germany,Krummendorf / Petersdorf Oberfeuer,DA,EU,54.1310°N 12.1209°E,DE0097,,54.131,12.1209,LAT_LONG
Germany,Büsum,DA,EU,54.1268°N 8.8583°E,DE0098,,54.1268,8.8583,LAT_LONG
Germany,Peenemünde,DA,EU,54.1855°N 13.7749°E,DE0099,,54.1855,13.7749,LAT_LONG
Germany,Kollicker Ort,DA,EU,54.5623°N 13.6792°E,DE0100,,54.5623,13.6792,LAT_LONG
Germany,Konstanz Südmole / Molenhäusle (The Bodensee / Lake Constance),DA,EU,47.6605°N 9.1820°E,DE0101,,47.6605,9.182,LAT_LONG
Germany,List Ost,DA,EU,55.0495°N 8.4438°E,DE0102,,55.0495,8.4438,LAT_LONG
Germany,List West,DA,EU,55.0529°N 8.4014°E,DE0103,,55.0529,8.4014,LAT_LONG
Germany,Hörnum,DA,EU,54.7540N 8.2922E,DE0104,,54.754,8.2922,LAT_LONG
Germany,Hörnum Unterfeuer,DA,EU,54.7468°N 8.2894°E,DE0105,,54.7468,8.2894,LAT_LONG
Germany,Kampen / Rotes Kliff,DA,EU,54.9462N 8.3407E,DE0106,,54.9462,8.3407,LAT_LONG
Germany,Somfletherwisch Unterfeuer / Mielstack Unterfeuer,DA,EU,53.5718°N 9.6328°E,DE0107,,53.5718,9.6328,LAT_LONG
Germany,Brunsbüttel Mole 1,DA,EU,53.8878°N 9.1429°E,DE0108,,53.8878,9.1429,LAT_LONG
Germany,Brunsbüttel Mole 2,DA,EU,53.8875°N 9.1383°E,DE0109,,53.8875,9.1383,LAT_LONG
Germany,Brunsbüttel Mole 3,DA,EU,53.8875°N 9.1351°E,DE0110,,53.8875,9.1351,LAT_LONG
Germany,Brunsbüttel Mole 4,DA,EU,53.8874°N 9.1258°E,DE0111,,53.8874,9.1258,LAT_LONG
Germany,Brunsbüttel Oberfeuer,DA,EU,53.8948°N 9.1638°E,DE0112,,53.8948,9.1638,LAT_LONG
Germany,Brunsbüttel Unterfeuer / Schleuseninsel Unterfeuer,DA,EU,53.8887°N 9.1413°E,DE0113,,53.8887,9.1413,LAT_LONG
Germany,Bubendey-Ufer Oberfeuer,DA,EU,53.5371°N 9.9007°E,DE0114,,53.5371,9.9007,LAT_LONG
Germany,Petersdorf Unterfeuer,DA,EU,54.1442°N 12.1137°E,DE0115,,54.1442,12.1137,LAT_LONG
Germany,Borkum Kleiner / Little Lighthouse of Borkum,DA,EU,53.5787°N 6.6670°E,DE0116,,53.5787,6.667,LAT_LONG
Germany,Dornbusch,DA,EU,54.5991°N 13.1195°E,DE0117,,54.5991,13.1195,LAT_LONG
Germany,"Blankenese Oberfeuer  - it's been reported (3 Jan 2021) that a new light has been built at a new location (53 33'15.1""N 9 49'26.8""E). Also it was reported that this lighthouse will be demolished.",DA,EU,53.5559°N 9.8162°E,DE0118,D,53.5559,9.8162,LAT_LONG
Germany,Plau am See,DA,EU,53°27.40'N 12°16.35'E,DE0119,,53.46111,12.27639,LAT_LONG
Germany,Glückstadt Oberfeuer,DA,EU,53.7975ºN 9.4186ºE,DE0120,,-5.91667,-101.23333,LAT_LONG
Germany,Glückstadt Unterfeuer,DA,EU,53.8050ºN 9.4042ºE,DE0121,,-7.16667,-103.63333,LAT_LONG
Germany,Arngast,DA,EU,53.4813°N 8.1816°E,DE0122,,53.4813,8.1816,LAT_LONG
Germany,Cape Arkona Old Tower (Museum),DA,EU,54°41'N 13°26'E,DE0123,,54.68333,13.43333,LAT_LONG
Germany,Lemwerder Oberfeuer (1898),DA,EU,53.1656N 8.6032E,DE0124,,53.1656,8.6032,LAT_LONG
Germany,Brinkamahof / Weddewarden Unterfeuer / Kleiner Roter Sand,DA,EU,53.5088N 8.578E,DE0125,,53.5088,8.578,LAT_LONG
Germany,Radarturm Tossens / Tossens Oberfeuer Old,DA,EU,53°34.2682'N 08°14.7551'E,DE0126,,54.31167,10.33083,LAT_LONG
Germany,Feuerschiff Weser / Norderney I docked at the Bontekai section of Wilhelmshaven harbor,DA,EU,53.5137°N 8.1339°E,DE0127,,53.5137,8.1339,LAT_LONG
Germany,Balje (1904),DA,EU,53.8596°N 9.0803°E,DE0128,,53.8596,9.0803,LAT_LONG
Germany,Olhörn / Wyk,DA,EU,54.6807°N 8.5663°E,DE0129,,54.6807,8.5663,LAT_LONG
Germany,Eckwarden Oberfeur,DA,EU,53.5210°N 8.2325°E,DE0130,,53.521,8.2325,LAT_LONG
Germany,Holtenau Nord,DA,EU,54.3692°N 10.1539°E,DE0131,,54.3692,10.1539,LAT_LONG
Germany,Voslapp Oberfeuer,DA,EU,53.5816°N 8.1307°E,DE0132,,53.5816,8.1307,LAT_LONG
Germany,Duhnen,DA,EU,53.8847°N 8.6359°E,DE0133,,53.8847,8.6359,LAT_LONG
Germany,Bremen Überseehafen Südmole / Mäuseturm,DA,EU,53.1061°N 8.7477°E,DE0134,,53.1061,8.7477,LAT_LONG
Germany,Bülk,DA,EU,54.4551°N 10.1973°E,DE0135,,54.4551,10.1973,LAT_LONG
Germany,Borkum Großer / Borkum Neuer,DA,EU,53.5787°N 6.6670°E,DE0136,,53.5787,6.667,LAT_LONG
Germany,Friedrichsort,DA,EU,54.3906°N 10.1935°E,DE0137,,54.3906,10.1935,LAT_LONG
Germany,Lindau (Bodensee),DA,EU,47.5429°N 9.6835°E,DE0138,,47.5429,9.6835,LAT_LONG
Germany,Heiligenhafen,DA,EU,"54.367332,11.021492,83",DE0139,,54.36733,11.02149,LAT_LONG
Germany,Lindau Mangturm (Bodensee),DA,EU,"47.5449077,9.6750146,2519",DE0140,,47.54491,9.67501,LAT_LONG
Germaby,Saßnitz Ostmole,DA,EU,"54.5061993,13.6345244,542",DE0141,,54.5062,13.63452,LAT_LONG
Germany,Warnemünde Westmole,DA,EU,"54.1866665,12.0869662,542",DE0142,,54.18667,12.08697,LAT_LONG
Germany,Ranzow (Relocated to the Schinkelturm museum on Kap Arkona.),DA,EU,"54.6804989,13.4320129,124",DE0143,,54.6805,13.43201,LAT_LONG
Germany,Warnemünde Ostmole,DA,EU,"54.1843386,12.0915647,391",DE0144,,54.18434,12.09156,LAT_LONG
Germany,Wremen / Kleine-Preuße (replica),DA,EU,"53.6475161,8.491768,562",DE0145,,53.64752,8.49177,LAT_LONG
Denmark,Blåvandshuk / Blåvand,OZ,EU,55°34'N 8°05'E,DK0001,,55.56667,8.08333,LAT_LONG
Denmark,Christiansø Island,OZ,EU,55°19'N 15°11'E,DK0002,,55.31667,15.18333,LAT_LONG
Denmark,Kegnes,OZ,EU,54°51'N 10°00'E,DK0003,,54.85,10,LAT_LONG
Denmark,Knudshoved,OZ,EU,55°18'N 10°51'E,DK0004,,55.3,10.85,LAT_LONG
Denmark,Lodbjerg,OZ,EU,56°50'N 8°16'E,DK0005,,56.83333,8.26667,LAT_LONG
Denmark,Nordborg,OZ,EU,55°05'N 9°43'E,DK0006,,55.08333,9.71667,LAT_LONG
Denmark,Lyngvig,OZ,EU,56°03'N 8°06'E,DK0007,,56.05,8.1,LAT_LONG
Denmark,Romsø,OZ,EU,55°31'N 10°48’E,DK0008,,55.51667,10.8,LAT_LONG
Denmark,Sejerø,OZ,EU,55°55'N 11°05'E,DK0009,,55.91667,11.08333,LAT_LONG
Denmark,Fornæs,OZ,EU,"56.4434887,10.9568054,129",DK0010,,56.44349,10.95681,LAT_LONG
Denmark,Albuen,OZ,EU,54°61'N 10°58'E,DK0011,,55.01667,10.96667,LAT_LONG
Denmark,Tunø,OZ,EU,55°57'N 10°27'E,DK0012,,55.95,10.45,LAT_LONG
Denmark,Årø,OZ,EU,55.2572°N 9.7269°E,DK0013,,55.2572,9.7269,LAT_LONG
Denmark,Sæddingstrand Mellumfyr (Range Middle),OZ,EU,55.4991°N 8.4059°E,DK0014,,55.4991,8.4059,LAT_LONG
Denmark,Hammeren,OZ,EU,55.2869°N 14.7591°E,DK0015,,55.2869,14.7591,LAT_LONG
Denmark,Ballebro,OZ,EU,54.9973°N 9.6728°E,DK0016,,54.9973,9.6728,LAT_LONG
Denmark,Sletterhage,OZ,EU,56.0949°N 10.5130°E,DK0017,,56.0949,10.513,LAT_LONG
Denmark,Nakkehoved Øst,OZ,EU,56.1191°N 12.3496°E,DK0018,,56.1191,12.3496,LAT_LONG
Denmark,Nakkehoved Vest,OZ,EU,56.1192°N 12.3431°E,DK0019,,56.1192,12.3431,LAT_LONG
Denmark,Helnæs / Lindhoved,OZ,EU,55.1333°N 9.9787°E,DK0020,,55.1333,9.9787,LAT_LONG
Denmark,Stevns / Stevns Klint (New),OZ,EU,55.2907°N 12.4536°E,DK0021,,55.2907,12.4536,LAT_LONG
Denmark,Stevns Klint (Old),OZ,EU,55.2907°N 12.4536°E,DK0022,,55.2907,12.4536,LAT_LONG
Denmark,Keldsnor / Kjelds Nor,OZ,EU,54.7311°N 10.7213°E,DK0023,,54.7311,10.7213,LAT_LONG
Denmark,Lohals,OZ,EU,55.1350°N 10.9026°E,DK0024,,55.135,10.9026,LAT_LONG
Denmark,Dueodde,OZ,EU,54.9917°N 15.0743°E,DK0025,,54.9917,15.0743,LAT_LONG
Denmark,Grisetåodde,OZ,EU,56.5806°N 8.5665°E,DK0026,,56.5806,8.5665,LAT_LONG
Denmark,Frankeklint,OZ,EU,55.1604°N 10.9318°E,DK0027,,55.1604,10.9318,LAT_LONG
Denmark,Hov,OZ,EU,55.1466°N 10.9553°E,DK0028,,55.1466,10.9553,LAT_LONG
Denmark,Bovbjerg,OZ,EU,56.5131°N 8.1197°E,DK0029,,56.5131,8.1197,LAT_LONG
Denmark,Dueodde Nord,OZ,EU,55.0019°N 15.0730°E,DK0030,,55.0019,15.073,LAT_LONG
Denmark,Strib / Strib Odde,OZ,EU,"55.542716,9.75704,81",DK0031,,55.54272,9.75704,LAT_LONG
Denmark,Bågø,OZ,EU,"55.295524,9.7984911,178",DK0032,,55.29552,9.79849,LAT_LONG
Denmark,Skagen (new) built 1858,OZ,EU,"57.7356073,10.629954,498",DK0033,,57.73561,10.62995,LAT_LONG
Denmark,Skagen (old) / Det Hvide Fyr (The White Lighthouse) built 1747,OZ,EU,"57.7289994,10.6066691,125",DK0034,,57.729,10.60667,LAT_LONG
Denmark,Hanstholm,OZ,EU,"57.1127172,8.5988664,365",DK0035,,57.11272,8.59887,LAT_LONG
Denmark,Aarhus Vestmole,OZ,EU,"56.1617767,10.2292242,265",DK0036,,56.16178,10.22922,LAT_LONG
Denmark,Gammel-Pøl,OZ,EU,"54.8815366,10.0654307,2003",DK0037,,54.88154,10.06543,LAT_LONG
Algeria,Cap Falcon,7T,AF,35.7711°N 0.8007°W,DZ0001,,35.7711,-0.8007,LAT_LONG
Algeria,Cap Ténès,7T,AF,36.5495°N 1.3407°E,DZ0002,,36.5495,1.3407,LAT_LONG
Algeria,Cherchell Fort Joinville,7T,AF,36.6116°N 2.1880°E,DZ0003,,36.6116,2.188,LAT_LONG
Algeria,Cap Ivi / Cap Ouillis,7T,AF,"36.112873,0.2268401,339",DZ0004,,36.11287,0.22684,LAT_LONG
Estonia,Sõrve / Sworve / Swalfer Ort,ES,EU,57°54'N 22°03'E,EE0001,,57.9,22.05,LAT_LONG
Estonia,Kasmu,ES,EU,59.6050°N 25.9227°E,EE0002,,59.605,25.9227,LAT_LONG
Estonia,Lõu,ES,EU,58.1047°N 22.1796°E,EE0003,,58.1047,22.1796,LAT_LONG
Estonia,Kihnu / Küno,ES,EU,58.0970°N 23.9711E,EE0004,,58.097,23.9711,LAT_LONG
Estonia,Loode,ES,EU,"57.9728206,21.9839419,630",EE0005,,57.97282,21.98394,LAT_LONG
Estonia,Vormsi Range Front / Saxby / Wormsö / Ormsö,ES,EU,"59.027649, 23.117230,18",EE0006,,59.02765,23.11723,LAT_LONG
Egypt,Damietta West Breakwater / Dumyat West Breakwater / Ra's el Bar,SU,AF,31.5274°N 31.8439°E,EG0001,,31.5274,31.8439,LAT_LONG
Spain,Cabo de Ajo,EA,EU,43°31'N 3°35'W,ES0001,,43.51667,-3.58333,LAT_LONG
Spain,Cabo Villano,EA,EU,43°10'N 9°13'W,ES0002,,43.16667,-9.21667,LAT_LONG
Spain,Castilo de Santa Ana,EA,EU,43°23'N 3°13'W,ES0003,,43.38333,-3.21667,LAT_LONG
Spain,De Lastres,EA,EU,43°32'N 5°18'W,ES0004,,43.53333,-5.3,LAT_LONG
Spain,Extremo Dique de Lastres,EA,EU,43°31'N 5°20'W,ES0005,,43.51667,-5.33333,LAT_LONG
Balearic Island,Formentera / Sa Mola / La Mola,EA6,EU,"38.6636947,1.5829881",ES0006,,38.66369,1.58299,LAT_LONG
Spain,Cabo de Palos,EA,EU,37°38'N 0°46'W,ES0007,,37.63333,0,LAT_LONG
Spain,Cabo San Sebastian (Catalonia),EA,EU,"41.8963002,3.2030513,456",ES0008,,41.8963,3.20305,LAT_LONG
Spain,Faro de Torrox,EA,EU,36°44'N 3°57'W,ES0009,,36.73333,-3.95,LAT_LONG
Spain,Faro del Estacio,EA,EU,37°45'N 0°44'W,ES0010,,37.75,0,LAT_LONG
Balearic Island,Cap Blanc / Cabo Blanco (Mallorca),EA6,EU,"39.363452,2.787502,221",ES0011,,39.36345,2.7875,LAT_LONG
Spain,Cabo de La Nao,EA,EU,38°44'N 0°14'W,ES0012,,38.73333,0,LAT_LONG
Spain,Torre de Hercules / Tower of Hercules,EA,EU,43°23'N 8°24'W,ES0013,,43.38333,-8.4,LAT_LONG
Canary Islands,Fuencaliente,EA8,AF,28.4558722 -17.8430028,ES0014,,28.45587,-17.843,LAT_LONG
Spain,Barcelona / Torre del Reloj,EA,EU,41°22'N 2°11'E,ES0015,,41.36667,2.18333,LAT_LONG
Spain,Cabo Higuer / Fuenterrabía / Hondarribia,EA,EU,43°24'N 1°47'W,ES0016,,43.4,-1.78333,LAT_LONG
Spain,Punta Frouxeira,EA,EU,43.5673°N 8.3144°W,ES0017,,43.5673,-8.3144,LAT_LONG
Canary Islands,Entallada,EA8,AF,28.2303°N 13.9486°W,ES0018,,28.2303,-13.9486,LAT_LONG
Spain,Punta Mera Anterior,EA,EU,43.3833°N 8.3547°W,ES0019,,43.3833,-8.3547,LAT_LONG
Spain,Punta Mera Posterior,EA,EU,43.3826°N 8.3511°W,ES0020,,43.3826,-8.3511,LAT_LONG
Balearic Island,Illa Alcanada / Illa Alcunada,EA6,EU,39.835447 3.171191,ES0021,,39.83545,3.17119,LAT_LONG
Spain,Cabo Mayor,EA,EU,43.4905°N 3.7907°W,ES0022,,43.4905,-3.7907,LAT_LONG
Spain,Punta s'Arnella / Port de la Selva,EA,EU,42.3514°N 3.1870°W,ES0023,,42.3514,-3.187,LAT_LONG
Balearic Island,Cap Formentor,EA6,EU,"39.9610347,3.2122785",ES0024,,39.96103,3.21228,LAT_LONG
Canary Islands,San Cristóbal (New),EA8,AF,28.0959°N 17.1000°W,ES0025,,28.0959,-17.1,LAT_LONG
Canary Islands,San Cristóbal (Old),EA8,AF,28.0959°N 17.1000°W,ES0026,,28.0959,-17.1,LAT_LONG
Spain,Cabo Finisterre / Cabo Fisterra,EA,EU,42.8823°N 9.2722°W,ES0027,,42.8823,-9.2722,LAT_LONG
Spain,Cabo La Plata,EA,EU,43.3346°N 1.9339°W,ES0028,,43.3346,-1.9339,LAT_LONG
Canary Islands,Tostón (New) / Punta de la Ballena (New),EA8,AF,28.7154°N 14.0136°W,ES0029,,28.7154,-14.0136,LAT_LONG
Canary Islands,Tostón (Old)/ Punta de la Ballena (Old),EA8,AF,28.7154°N 14.0136°W,ES0030,,28.7154,-14.0136,LAT_LONG
Canary Islands,Tostón (Oldest)/ Punta de la Ballena (Oldest),EA8,AF,28.7154°N 14.0136°W,ES0031,,28.7154,-14.0136,LAT_LONG
Spain,Monte Igueldo (New) / Igeldo Mendia (New),EA,EU,43.322621°N 2.010322°W,ES0032,,43.32262,-2.01032,LAT_LONG
Spain,Cala Nans / Cadaqués,EA,EU,42.2708°N 3.2865°E,ES0033,,42.2708,3.2865,LAT_LONG
Spain,Cap de Creus / Cabo Creus,EA,EU,42.3189°N 3.3159°E,ES0034,,42.3189,3.3159,LAT_LONG
Spain,Guetaria / Getaria / Punta de San Antón,EA,EU,43.3104°N 2.2012°W,ES0035,,43.3104,-2.2012,LAT_LONG
Spain,Cabo Toriñana,EA,EU,43.0532°N 9.2982°W,ES0036,,43.0532,-9.2982,LAT_LONG
Spain,Punta del Pescador / Santoña,EA,EU,43.4643°N 3.4357°W,ES0037,,43.4643,-3.4357,LAT_LONG
Spain,Punta Ínsua / Lariño,EA,EU,42.7725°N 9.125°W,ES0038,,42.7725,-9.125,LAT_LONG
Spain,Cabo Silleiro,EA,EU,42.1044°N 8.8964°E,ES0039,,42.1044,8.8964,LAT_LONG
Canary Islands,Arinaga (New),EA8,AF,27.8639°N 15.3847°W,ES0040,,27.8639,-15.3847,LAT_LONG
Canary Islands,Arinaga (Old),EA8,AF,27.8639°N 15.3847°W,ES0041,,27.8639,-15.3847,LAT_LONG
Spain,La Higuera / Matalascañas,EA,EU,37.0075°N 6.5689°W,ES0042,,37.0075,-6.5689,LAT_LONG
Canary Islands,Arenas Blancas,EA8,AF,28.5699°N 17.7604°W,ES0043,,28.5699,-17.7604,LAT_LONG
Spain,Corrubedo,EA,EU,42.576308°N 9.090221°W,ES0044,,42.57631,-9.09022,LAT_LONG
Spain,Cabo Vidío,EA,EU,43.5930°N 6.2430°W,ES0045,,43.593,-6.243,LAT_LONG
Canary Islands,Punta Sardina,EA8,AF,28.1647°N 15.7080°W,ES0046,,28.1647,-15.708,LAT_LONG
Spain,Monte del Faro / Islas Cíes,EA,EU,42.2141°N 8.9147°W,ES0047,,42.2141,-8.9147,LAT_LONG
Spain,Punta Nariga,EA,EU,"43.3206119,-8.9106381,1459",ES0048,,43.32061,-8.91064,LAT_LONG
Canary Islands,Punta del Castillete,EA8,AF,"27.8195103,-15.770586,893",ES0049,,27.81951,-15.77059,LAT_LONG
Spain,Oza,EA,EU,"43.3474517,-8.385535,17.54",ES0050,,43.34745,-8.38554,LAT_LONG
Canary Islands,Punta de Melenara,EA8,AF,"27.9917062,-15.3676753,445",ES0051,,27.99171,-15.36768,LAT_LONG
Spain,Punta Cabalo / Illa de Arousa,EA,EU,"42.5724954,-8.8840399,275",ES0052,,42.5725,-8.88404,LAT_LONG
Spain,Avilés / Faro de San Juan,EA,EU,"43.5960619,-5.9466422,1343",ES0053,,43.59606,-5.94664,LAT_LONG
Spain,Estaca de Bares,EA,EU,"43.7870461,-7.6867424,1549",ES0054,,43.78705,-7.68674,LAT_LONG
Spain,Punta Carbonera / Punta Mala,EA,EU,"36.2444756,-5.3013343,362",ES0055,,36.24448,-5.30133,LAT_LONG
Spain,Oropesa,EA,EU,"40.0833739,0.1468049,464",ES0056,,40.08337,0.1468,LAT_LONG
Spain,Castillo de San Sebastián (Cádiz),EA,EU,"36.5257153,-6.3160155,361",ES0057,,36.52572,-6.31602,LAT_LONG
Spain,Punta del Melonar / Castell de Ferro / Torre de la Instancia,EA,EU,"36.7184265,-3.3729578,2033",ES0058,,36.71843,-3.37296,LAT_LONG
Spain,Cabo Sacratif,EA,EU,"36.6957041,-3.4704506,1998",ES0059,,36.6957,-3.47045,LAT_LONG
Finland,Bengtskar,OF,EU,59°43'N 22°30'E,FI0001,,59.71667,22.5,LAT_LONG
Finland,Kylmapihlaja,OF,EU,61°09'N 21°18'E,FI0002,,61.15,21.3,LAT_LONG
Finland,Majakkalaiva Helsinki / Lightship Helsinki,OF,EU,,FI0003,,,,
Finland,Rövargrund,OF,EU,62°28'N 21°08'E,FI0004,,62.46667,21.13333,LAT_LONG
Finland,Russaro Island,OF,EU,59°46'N 22°57'E,FI0005,,59.76667,22.95,LAT_LONG
Finland,Salgrund,OF,EU,62°20'N 21°12'E,FI0006,,62.33333,21.2,LAT_LONG
Finland,Uto,OF,EU,59°47'N 21°22'E,FI0007,,59.78333,21.36667,LAT_LONG
Finland,Valsorarna,OF,EU,,FI0008,,,,
Finland,Yttergrund,OF,EU,61°59'N 21°18'E,FI0009,,61.98333,21.3,LAT_LONG
Finland,Stubben,OF,EU,63°32'N 22°10'E,FI0010,,63.53333,22.16667,LAT_LONG
Market Reef,Market Reef,OJ0,EU,60°18'N 19°08'E,FI0011,,60.3,19.13333,LAT_LONG
Finland,Ritgrund,OF,EU,63°26'N 21°31'E,FI0012,,63.43333,21.51667,LAT_LONG
Finland,Märigrund,OF,EU,62°32'N 21°04'E,FI0013,,62.53333,21.06667,LAT_LONG
Finland,Säppi,OF,EU,61°29'N 21°21'E,FI0014,,61.48333,21.35,LAT_LONG
Finland,Gåshällan,OF,EU,62°35'N 21°03'E,FI0015,,62.58333,21.05,LAT_LONG
Finland,Isokari / Kustavi,OF,EU,60°43'N 21°01'E,FI0016,,60.71667,21.01667,LAT_LONG
Finland,Kallo Range Front,OF,EU,61°36'N 21°28'E,FI0017,,61.6,21.46667,LAT_LONG
Finland,Heponiemi,OF,EU,60.4854°N 21.4375°E,FI0018,,60.4854,21.4375,LAT_LONG
Finland,Tankar,OF,EU,63°57'N 22°51'E,FI0019,,63.95,22.85,LAT_LONG
Finland,Norrskär,OF,EU,63°14'N 20°36'E,FI0020,,63.23333,20.6,LAT_LONG
Finland,Harmaja / Gråhara,OF,EU,60°06'N 24°59'E,FI0021,,60.1,24.98333,LAT_LONG
Finland,Gustavsvärn,OF,EU,59°48'N 22°57'E,FI0022,,59.8,22.95,LAT_LONG
Finland,Luovukkaluoto,OF,EU,61°07'N 28°19'E,FI0023,,61.11667,28.31667,LAT_LONG
Finland,Kaunissaari,OF,EU,60.3719°N 26.7596°E,FI0024,,60.3719,26.7596,LAT_LONG
Finland,Marjaniemi,OF,EU,65.0393°N 24.5570°E,FI0025,,65.0393,24.557,LAT_LONG
Finland,Majakkalaiva Relandersgrund / Lightship Relandersgrund ,OF,EU,"60.1694599,24.9584037,75m",FI0026,D,60.16946,24.9584,LAT_LONG
Finland,Suomenlinna / Sveaborg / Harmaja Range Rear,OF,EU,60°08'52,FI0027,,,,
Finland,Söderskär,OF,ER,"60.1095581,25.4097198,480",FI0028,,60.10956,25.40972,LAT_LONG
Finland,"Rönnskär Note: No longer serves as a lighthouse, so it's marked as Historic",OF,EU,"59.935523, 24.391452,18",FI0029H,,59.93552,24.39145,LAT_LONG
Finland,Majakkalaiva Kemi / Lightship Kemi,OF,EU,"60.47308,26.9340021,3019",FI0030,,60.47308,26.934,LAT_LONG
Falkland Islands,Cape Pembroke (New),VP8,SA,51°41'S 57°43'W,FK0001,,-51.68333,-57.71667,LAT_LONG
Faroe Islands,Nólsoy / Nolsø,OY,EU,61.9573°N 6.6145°W,FO0001,,61.9573,-6.6145,LAT_LONG
Faroe Islands,Borðan / Borin,OY,EU,61.9488°N 6.6393°W,FO0002,,61.9488,-6.6393,LAT_LONG
Faroe Islands,Skansin / Skansen / Tórshavn,OY,EU,62.0078°N 6.7633°W,FO0003,,62.0078,-6.7633,LAT_LONG
France,Fecamp Haute-Normandie,F,EU,49°46'N 0°22'E,FR0001,,49.76667,0,LAT_LONG
France,Gravelines / Petite Fort Phillipe,F,EU,51°01'N 2°06'E,FR0002,,51.01667,2.1,LAT_LONG
France,Phare du Trehic,F,EU,47°19'N 2°31'W,FR0003,,47.31667,-2.51667,LAT_LONG
France,Cap d'Antifer,F,EU,49.6835°N 0.1654°E,FR0004,,49.6835,0.1654,LAT_LONG
France,Boulogne Digue Sud / Digue Carnot,F,EU,50.7407°N 1.5676°E,FR0005,,50.7407,1.5676,LAT_LONG
France,Boulogne Jetée Nord-Est,F,EU,50.7318°N 1.5874°E,FR0006,,50.7318,1.5874,LAT_LONG
France,Cayeux-sur-Mer / Brighton,F,EU,50.1943°N 1.5121°E,FR0007,,50.1943,1.5121,LAT_LONG
France,Calais,F,EU,"50.961467,1.8531°N 1.8531°E",FR0008,,1.8531,1.8531,LAT_LONG
France,Lanvaon / Plouguerneau feu postérieur,F,EU,48.6100°N 4.5357°W,FR0009,,48.61,-4.5357,LAT_LONG
France,Cap Gris Nez,F,EU,50.8681°N 1.5826°E,FR0010,,50.8681,1.5826,LAT_LONG
France,Cap Cerbère,F,EU,42.4395°N 3.1766°E,FR0011,,42.4395,3.1766,LAT_LONG
France,Cap Béar,F,EU,42.5155°N 3.13666°E,FR0012,,42.5155,3.13666,LAT_LONG
France,Lightship Le Havre III,F,EU,"49.4862198,0.1247171,268",FR0013,,49.48622,0.12472,LAT_LONG
France,Berck,F,EU,50.3982°N 1.5608°E,FR0014,,50.3982,1.5608,LAT_LONG
France,Honfleur / Feu de l'Hôpital,F,EU,"49.424725,0.228283,154",FR0015,,49.42472,0.22828,LAT_LONG
France,Kerlédé / Portcé Feu Postérieur,F,EU,"47.260242,-2.2461785,349",FR0016,,47.26024,-2.24618,LAT_LONG
France,Île Penfret,F,EU,"47.721172, -3.952910,19",FR0017,,47.72117,-3.95291,LAT_LONG
France,Pointe de Penmarc'h / Grand Phare d'Eckmühl,F,EU,"47.798218, -4.372838,19",FR0018,,47.79822,-4.37284,LAT_LONG
France,Pointe de Lervily,F,EU,"48.000752, -4.565554,19",FR0019,,48.00075,-4.56555,LAT_LONG
France,Quillebeuf-sur-Seine,F,EU,"49.4735096,0.5264676,597",FR0020,,49.47351,0.52647,LAT_LONG
France,Pointe du Scal / Pointe du Scal feu antérieur,F,EU,"47.494384, -2.447052,19",FR0021,,47.49438,-2.44705,LAT_LONG
France,Pointe du Grouin du Cou,F,EU,"46.344541, -1.463692,19",FR0022,,46.34454,-1.46369,LAT_LONG
France,Pointe Saint-Gildas,F,EU,"47.1333453,-2.2465614,1887",FR0023,,47.13335,-2.24656,LAT_LONG
France,Île-aux-Moutons,F,EU,"47.774603, -4.027950,19",FR0024,,47.7746,-4.02795,LAT_LONG
France,Île du Pilier (New),F,EU,"47.0428441,-2.360194,316",FR0025,,47.04284,-2.36019,LAT_LONG
France,Île du Pilier (Old),F,EU,"47.0428532,-2.3608324,632",FR0026,,47.04285,-2.36083,LAT_LONG
France,Bodic / Trieux Feu Postérieur,F,EU,"48.812032,-3.0903036,1029",FR0027,,48.81203,-3.0903,LAT_LONG
France,Dunkerque / Risban,F,EU,"51.0482625,2.3653362,1703",FR0028,,51.04826,2.36534,LAT_LONG
France,Boulogne Jetée Sud-Ouest,F,EU,"50.73143,1.5855216,331",FR0029,,50.73143,1.58552,LAT_LONG
Corsica,Alistro,TK,EU,"42.26019,9.5394682,1268",FR0030,,42.26019,9.53947,LAT_LONG
France,Kerprigent / Passe de l'Est Feu Postérieur,F,EU,"48.780652,-3.4707274,909",FR0031,,48.78065,-3.47073,LAT_LONG
France,Gatteville / Pointe de Barfleur,F,EU,"49.6965236,-1.2627298,2049",FR0032,,49.69652,-1.26273,LAT_LONG
France,Cap d'Alprech,F,EU,"50.6989845,1.5661717,1124",FR0033,,50.69898,1.56617,LAT_LONG
France,SaintAntoine / Grande Passe Feu Postérieur,F,EU,"48.8495605,-3.1182849,381",FR0034,,48.84956,-3.11828,LAT_LONG
France,Pointe de Combrit feu antérieur / Phare de Sainte-Marine,F,EU,"47.8642816,-4.1127935,272",FR0035,,47.86428,-4.11279,LAT_LONG
Georgia,Bukhta Poti,4L,AS,41°39'N 41°39'E,GE0001,,41.65,41.65,LAT_LONG
Ghana,Accra / Jamestown,9G,AF,"5.5323824,-0.2131603,1314",GH0001,,5.53238,-0.21316,LAT_LONG
Ghana,Woe / Cape St. Paul,9G,AF,"5.8295134,0.9699422,2136",GH0002,,5.82951,0.96994,LAT_LONG
Gibraltar,Europa Point,ZB2,EU,36°07'N 5°21'W,GI0001,,36.11667,-5.35,LAT_LONG
