"hHillKey","hName","hHeightM","hLatitude","hLongitude","hFullReference","hActive"
20602,"Cnoc na hUilleann [Knocknahillion]",606.0,53.5213,-9.70447,"EI/HIW-026","Y"
20608,"Eskatarriff [Eisc an Tairbh]",600.5,51.7186,-9.82905,"EI/HIS-054","Y"
20637,"Coomcathcun [Dromtine] [Com Cait Con]",578.0,51.8734,-9.97253,"EI/HIS-029","Y"
20642,"Sugarloaf Mountain [Gabhal Mhor]",574.0,51.7177,-9.63147,"EI/HIS-125","Y"
20645,"Maolach [Conigar]",572.0,51.8192,-9.35522,"EI/HIS-108","Y"
20646,"Mullaghclogher [Mullach Clochair]",572.0,54.7992,-7.17823,"GI/HSM-010","Y"
20651,"Crockbrack [Cnoc Breac]",526.0,54.804,-6.88578,"GI/HSM-004","Y"
20652,"Mount Foley",355.0,52.0244,-10.0782,"EI/HIS-114","Y"
20653,"Sheeanmore",282.0,54.0252,-9.7189,"EI/HIW-076","Y"
20654,"Knockagreenan",263.0,51.9137,-8.86976,"EI/HIW-051","Y"
20655,"Aillwee",304.0,53.0934,-9.11278,"EI/HIW-004","Y"
20656,"Bunnanimma",268.0,54.0756,-6.90386,"EI/HIE-008","Y"
20657,"Mount Alto [Cnoc Ruairi]",276.0,52.4641,-7.07381,"EI/HIS-112","Y"
20658,"Cruach na Miol [Croaghnameal]",438.0,54.6618,-7.94341,"EI/HIN-027","Y"
20659,"Oughty Hill",333.0,53.7201,-9.6216,"EI/HIW-073","Y"
20660,"Gortnageragh [Gort na gCaorach]",418.0,52.6212,-8.21188,"EI/HIS-065","Y"
20661,"Knocknabro West Top",592.0,52.0146,-9.23324,"EI/HIW-056","Y"
20662,"Loughaskerry",252.0,55.0345,-7.8553,"EI/HIN-045","Y"
20663,"Edenacarnan [Cloghroe] [Eadan an Charnain]",192.0,55.003,-7.78197,"EI/HIN-032","Y"
20664,"Carrowmore Hill",171.0,53.7636,-9.84621,"EI/HIW-019","Y"
20666,"Claggan Mountain NE Top [Anaffrin Hill] [Sliabh na Cloigne NE Top]",501.0,53.9458,-9.74001,"EI/HIW-021","Y"
20667,"Keelogyboy Mountain [Sliabh na gCaolog Bui]",438.0,54.2993,-8.35248,"EI/HIN-038","Y"
20668,"Laghta Eighter Hill",388.0,53.7032,-9.74058,"EI/HIW-064","Y"
20669,"Cregg",297.0,53.5061,-9.93749,"EI/HIW-032","Y"
20670,"Breesy Hill",258.0,54.5217,-8.03627,"EI/HIN-010","Y"
20671,"Kilmacomma Hill",211.0,52.3345,-7.73814,"EI/HIS-076","Y"
20672,"Deenish Island",144.0,51.7341,-10.2213,"EI/HIS-038","Y"
20673,"Eskaheen Mountain [Sliabh Uisce Chaoin]",420.0,55.1036,-7.30986,"EI/HIN-033","Y"
20674,"Caher Mountain [Cathair]",338.0,51.5813,-9.742,"EI/HIS-014","Y"
20675,"Carrigadoon Hill",296.0,52.4106,-7.40852,"EI/HIS-021","Y"
20676,"Kilnamanagh Hill",217.0,52.9548,-6.14824,"EI/HIE-032","Y"
20677,"Pigeon Rock Mountain [Droim Lao]",534.0,54.1531,-6.06605,"GI/HMM-009","Y"
20679,"Letter South",362.0,51.9025,-9.65704,"EI/HIS-104","Y"
20680,"Maum",325.0,54.7505,-8.54118,"EI/HIN-049","Y"
20681,"Croaghloughdivna",310.0,54.6996,-8.65839,"EI/HIN-018","Y"
20682,"Corrymailley Hill",286.0,53.6824,-9.86687,"EI/HIW-030","Y"
20683,"Coomduff",244.0,51.8683,-10.1088,"EI/HIS-030","Y"
20684,"Muckanagh Hill",220.0,53.9015,-9.41865,"EI/HIW-069","Y"
20685,"Knockaglana",154.0,53.9729,-9.21838,"EI/HIW-050","Y"
20686,"Knockadigeen Hill [Cnoc Duiginn]",402.0,52.7885,-8.09708,"EI/HIS-077","Y"
20687,"Duntryleague Hill",278.0,52.4062,-8.32252,"EI/HIS-050","Y"
20688,"Mullaghmeen [Mullach Min]",261.0,53.762,-7.28918,"EI/HIE-045","Y"
20689,"White Mountain [Dho Bran] [Bran Scultair]",509.0,52.5088,-6.84017,"EI/HIS-127","Y"
20690,"Aghalion Hill",249.0,53.8477,-7.16509,"EI/HIE-001","Y"
20691,"Knockeyon",214.0,53.623,-7.29799,"EI/HIE-035","Y"
20692,"Oughtmore [Ucht Mor]",569.0,54.8195,-6.91335,"GI/HSM-012","Y"
20701,"Ben Beg [Binn Bheag]",560.0,53.5598,-9.58528,"EI/HIW-008","Y"
20709,"Derryclancy [Doire Clainsi]",554.0,51.7013,-9.78094,"EI/HIS-042","Y"
20715,"Church Mountain [Sliabh gCod]",544.0,53.0533,-6.58698,"EI/HIE-014","Y"
20716,"Slievenanee [Sliabh na Nia]",543.0,55.0263,-6.17534,"GI/HAH-010","Y"
20726,"Knocknacloghoge [Cnoc na Clochoige]",534.0,53.0873,-6.29481,"EI/HIE-036","Y"
20738,"Corraun Hill [Cnoc an Chorrain]",524.0,53.8985,-9.89627,"EI/HIW-029","Y"
20743,"Laghtnafrankee [Leacht na Francai]",520.0,52.315,-7.65589,"EI/HIS-102","Y"
20755,"Slieve Main [Sliabh Meain]",514.0,55.1859,-7.35158,"EI/HIN-061","Y"
20768,"Cock Mountain [Sliabh an Choiligh]",505.0,54.1749,-6.08188,"GI/HMM-003","Y"
20770,"Caunoge",502.0,51.9536,-10.0633,"EI/HIS-022","Y"
20776,"Benbrack [An Bhinn Bhreac]",499.0,54.1434,-7.8462,"EI/HIN-005","Y"
20777,"Cahernageeha Mountain [Sliabh Chathair na Gaoithe]",499.0,51.7855,-10.118,"EI/HIS-016","Y"
20779,"Cnoc na Peiste [Crocknapeast]",497.0,54.7004,-8.47692,"EI/HIN-014","Y"
20780,"Musherabeg [Muisire Beag]",497.0,52.0025,-9.0069,"EI/HIW-070","Y"
20782,"Beenreagh [An Bhinn Riabhach]",495.0,52.0041,-9.95205,"EI/HIS-008","Y"
20786,"Derrygarriff [Doire Gharbh]",492.0,51.9378,-9.64235,"EI/HIS-043","Y"
20788,"Binn Bhan [Maumturkmore]",488.0,53.5488,-9.7282,"EI/HIW-011","Y"
20789,"Knocknanask [Cnoc na nEasc]",486.0,52.2169,-7.83101,"EI/HIS-092","Y"
20790,"Crockfadda [Crockfadda North West Top] [An Cnoc Fada]",485.0,54.9951,-8.08043,"EI/HIN-024","Y"
20791,"Slievenagower [Sliabh na gGabhar]",484.0,52.1977,-10.1375,"EI/HIS-123","Y"
20795,"Maughanaclea Hills E Top [Maughanaclea]",472.0,51.741,-9.27181,"EI/HIS-110","Y"
20796,"Sliabh Tuaidh West Top [Slievetooey West Top]",472.0,54.7619,-8.59415,"EI/HIN-060","Y"
20798,"Carntogher [Carn Tochair]",464.0,54.8953,-6.76012,"GI/HSM-002","Y"
20801,"Knockbwee [An Cnoc Bui]",461.0,51.9558,-9.27497,"EI/HIS-087","Y"
20802,"Knocknagussy [Binn Dhubh]",456.0,53.5208,-9.5416,"EI/HIW-058","Y"
20803,"Croaghaun [An Cruachan]",455.0,52.6636,-6.76808,"EI/HIS-036","Y"
20804,"Binn Bhan [Binbane]",453.0,54.7298,-8.2522,"EI/HIN-006","Y"
20805,"Claragh Mountain [Clarach]",452.0,52.0484,-9.09539,"EI/HIW-022","Y"
20806,"Mullaghbolig",442.0,54.7494,-7.11868,"GI/HSM-009","Y"
20807,"Naweeloge Top [Teebane]",441.0,54.2522,-8.00535,"EI/HIN-056","Y"
20808,"Coolfree Mountain [Sliabh Chuil Fhraoigh]",436.8,52.2955,-8.47985,"EI/HIS-025","Y"
20809,"Broemountain [Broe Mountain] [Breo]",430.4,52.2113,-7.78936,"EI/HIS-012","Y"
20811,"Faill an tSais [Sauce]",429.0,52.2657,-10.2038,"EI/HIS-056","Y"
20813,"Seltannasaggart [Corry Mountain] [Sailtean na Sagart]",426.0,54.1299,-8.15371,"EI/HIN-058","Y"
20815,"Mullaleam [Mullach Leim]",424.0,54.2358,-7.76764,"GI/HSW-007","Y"
20816,"Mamore Hill [Cnoc an Mhaim Mhoir]",423.0,55.2383,-7.49144,"EI/HIN-048","Y"
20817,"Conwal North",421.0,54.4092,-8.20095,"EI/HIN-016","Y"
20818,"Cruach Thiobraide [Croaghubbrid]",418.0,54.7893,-8.13132,"EI/HIN-028","Y"
20820,"Croaghan [Cruachan]",417.0,55.1119,-6.24881,"GI/HAH-004","Y"
20821,"Leean Mountain",417.0,54.2976,-8.30024,"EI/HIN-044","Y"
20824,"Knockacummer [Cnoc an Chomair]",408.0,52.2677,-9.092,"EI/HIW-048","Y"
20826,"Killaha Mountain [Sliabh Choill Atha]",405.0,51.8441,-9.5896,"EI/HIS-073","Y"
20828,"Croaghmeen [An Chruach Mhin]",401.0,54.6717,-7.95425,"EI/HIN-019","Y"
20829,"Tirkslieve [Glennamong Far SE Top]",401.0,53.9721,-9.59479,"EI/HIW-080","Y"
20831,"Cnoc Onna [Crockuna]",400.0,54.7386,-8.57829,"EI/HIN-015","Y"
20832,"Knockastumpa",398.0,51.7492,-9.75424,"EI/HIS-083","Y"
20834,"Burren",396.0,53.9385,-9.33006,"EI/HIW-017","Y"
20835,"Knockannavea",400.8,53.2502,-6.41345,"EI/HIE-033","Y"
20836,"Bohaun",393.0,53.7121,-9.40167,"EI/HIW-014","Y"
20837,"Banagher Hill",392.0,54.7193,-8.07989,"EI/HIN-003","Y"
20839,"Slievegarran",391.0,54.3125,-5.97867,"GI/HMM-012","Y"
20840,"Glengesh Hill",390.0,54.7454,-8.46348,"EI/HIN-035","Y"
20843,"Falleennafinoga",388.0,52.6547,-8.08053,"EI/HIS-057","Y"
20844,"Cloghnagaune",385.0,52.9433,-6.62478,"EI/HIE-015","Y"
20845,"Kinnaveagh [Cionn an Bheithe]",384.0,55.014,-7.97887,"EI/HIN-039","Y"
20846,"Doire Gharbh",382.0,51.9339,-9.66256,"EI/HIS-045","Y"
20847,"Black Hill",381.0,54.9262,-5.92772,"GI/HAH-001","Y"
20848,"Carnanmore",379.0,55.1804,-6.09038,"GI/HAH-002","Y"
20853,"Crocknagapple",372.0,54.3473,-8.17451,"EI/HIN-025","Y"
20854,"Benaughlin",370.0,54.2312,-7.72933,"GI/HSW-001","Y"
20855,"Fear Breagach",369.0,52.3331,-8.43054,"EI/HIS-059","Y"
20856,"Bleanbeg",368.0,52.7262,-8.31155,"EI/HIS-010","Y"
20858,"Mount Kennedy",366.0,53.0779,-6.14744,"EI/HIE-043","Y"
20859,"Croghan",365.0,52.5572,-7.0232,"EI/HIS-037","Y"
20860,"Cark Mountain",364.0,54.8863,-7.87298,"EI/HIN-012","Y"
20863,"Gowlbeg Mountain",362.0,51.7172,-9.60685,"EI/HIS-067","Y"
20864,"Keale Mountain",359.0,52.3294,-8.4481,"EI/HIS-070","Y"
20865,"Crusline",355.0,52.3111,-9.618,"EI/HIW-035","Y"
20866,"Knockadullaun",352.2,52.1889,-8.04517,"EI/HIS-078","Y"
20867,"Crotlieve Mountain",347.0,54.1499,-6.15038,"GI/HMM-005","Y"
20868,"Carroward",344.0,54.1927,-8.69321,"EI/HIN-013","Y"
20870,"Legg",343.0,54.4606,-7.89435,"GI/HSW-006","Y"
20871,"Dunranhill",342.0,53.0558,-6.11855,"EI/HIE-022","Y"
20873,"Corbally Hill",339.0,52.8545,-8.35403,"EI/HIW-027","Y"
20874,"Binswilly [Binn tSuili]",337.0,54.9394,-7.97266,"EI/HIN-008","Y"
20875,"Keady Mountain",337.0,55.0589,-6.85992,"GI/HSM-007","Y"
20876,"Knocknaman",337.0,53.082,-7.6993,"EI/HIE-037","Y"
20877,"Ballinacorbeg",336.0,53.0397,-6.23556,"EI/HIE-003","Y"
20879,"Eagles Nest",334.0,51.9954,-9.57165,"EI/HIS-053","Y"
20880,"Benmore",332.0,53.9712,-10.2196,"EI/HIW-010","Y"
20882,"Fossy Mountain",332.0,52.9447,-7.17068,"EI/HIS-061","Y"
20883,"Slieveroe",332.0,53.1691,-6.57719,"EI/HIE-050","Y"
20884,"Gweestin Mountain",330.0,52.1265,-9.43754,"EI/HIW-042","Y"
20885,"Meenamaddo [Meenagleragh]",330.0,54.1421,-8.87904,"EI/HIN-050","Y"
20888,"Crockavishane",322.0,55.2011,-7.11029,"EI/HIN-022","Y"
20889,"Tooreen",322.0,52.095,-8.901,"EI/HIW-081","Y"
20890,"Coumsallahaun",320.0,52.7517,-8.07182,"EI/HIS-035","Y"
20891,"Pookeen North Top",319.0,51.7146,-9.22043,"EI/HIS-117","Y"
20893,"Gleninagh Mountain",317.0,53.13,-9.22727,"EI/HIW-038","Y"
20894,"Mullyash Mountain",317.0,54.1775,-6.67143,"EI/HIE-046","Y"
20895,"Cumber Hill",316.0,53.0695,-7.71878,"EI/HIE-020","Y"
20898,"Knocknafreaghane",313.0,51.8712,-9.82868,"EI/HIS-089","Y"
20900,"Stranisk",312.0,54.4498,-7.34095,"GI/HSW-008","Y"
20902,"Inchanadreen",310.0,51.7286,-9.17159,"EI/HIS-068","Y"
20903,"Knocknagur",310.0,53.518,-9.62141,"EI/HIW-057","Y"
20905,"Larkfield",305.0,54.2646,-8.17263,"EI/HIN-043","Y"
20906,"Beenarourke",304.0,51.7773,-10.1712,"EI/HIS-005","Y"
20907,"Derrineanig",304.0,51.8725,-9.16661,"EI/HIS-041","Y"
20909,"Gouladane",303.0,51.6206,-9.63521,"EI/HIS-066","Y"
20910,"Straid Hill",303.0,54.8775,-7.0816,"GI/HSM-014","Y"
20912,"Gaffaretmoyle SW Top",301.0,54.8476,-8.22647,"EI/HIN-034","Y"
20913,"Knockafeehane",301.0,52.1476,-10.0226,"EI/HIS-079","Y"
20914,"Cregganconroe",300.0,54.6215,-6.97282,"GI/HSM-003","Y"
20915,"Carrigeen Hill",298.0,52.9447,-6.75118,"EI/HIE-012","Y"
20916,"Gortnagan Beg",298.0,52.0342,-9.86447,"EI/HIS-064","Y"
20917,"Mount Kid",298.0,51.6094,-9.38795,"EI/HIS-115","Y"
20918,"Taghart South",298.0,53.9479,-6.88741,"EI/HIE-051","Y"
20919,"Crucknaree",297.0,53.9584,-9.31241,"EI/HIW-034","Y"
20920,"Eagle Hill",296.0,52.8535,-6.55933,"EI/HIE-023","Y"
20921,"Slieveacarnane",296.0,54.1539,-6.23134,"GI/HMM-011","Y"
20922,"Sheean",295.0,54.1147,-9.68284,"EI/HIW-075","Y"
20926,"Knocknalee Hill",291.0,53.3751,-9.32597,"EI/HIW-061","Y"
20927,"Ballyhook Hill",288.0,52.9952,-6.68717,"EI/HIE-005","Y"
20929,"Clearagh Hill",287.0,51.8297,-8.92616,"EI/HIS-023","Y"
20930,"Cappagh Mountain",286.0,54.5414,-6.95321,"GI/HSM-001","Y"
20931,"Aroher Hill",285.0,54.001,-9.58674,"EI/HIW-005","Y"
20932,"Corbally Hill",285.0,52.3729,-7.26513,"EI/HIS-033","Y"
20935,"Knocknaveagh",284.0,51.6719,-9.42455,"EI/HIS-094","Y"
20937,"Mount Corrin",284.0,51.5942,-9.52747,"EI/HIS-113","Y"
20938,"Faranaree Hill",283.0,52.4646,-7.43133,"EI/HIS-058","Y"
20939,"Shrone Hill",283.0,51.74,-9.57726,"EI/HIS-120","Y"
20940,"Drumnalough Hill",282.0,54.8017,-8.23865,"EI/HIN-031","Y"
20942,"Cloghermore",280.0,53.3721,-9.43255,"EI/HIW-024","Y"
20943,"Meenseefin",280.0,54.589,-7.93114,"EI/HIN-052","Y"
20945,"Croaghmore",278.0,55.1305,-7.77657,"EI/HIN-020","Y"
20946,"Eglish",277.0,54.8839,-7.2139,"GI/HSM-006","Y"
20947,"Topped Mountain [Mullyknock]",277.0,54.359,-7.52238,"GI/HSW-009","Y"
20948,"Carrickgollogan",276.0,53.2164,-6.15793,"EI/HIE-010","Y"
20949,"Larganmore",276.0,54.0167,-9.05642,"EI/HIN-042","Y"
20950,"Croaghmuckros",275.0,54.6209,-8.58281,"EI/HIN-021","Y"
20952,"Cappanalaurabaun",273.0,53.4705,-9.47201,"EI/HIW-018","Y"
20953,"Currywongaun",273.0,53.5711,-9.91631,"EI/HIW-036","Y"
20954,"Slievenaslat",272.0,54.27,-5.95926,"GI/HMM-013","Y"
20955,"Croaghrimkarra",271.0,53.691,-9.44335,"EI/HIW-033","Y"
20957,"Curradrolan Hill",270.0,54.8562,-7.25181,"GI/HSM-005","Y"
20958,"Knockanamadane",270.0,51.8366,-9.8592,"EI/HIS-081","Y"
20959,"Westaston Hill",270.0,52.9208,-6.16307,"EI/HIE-055","Y"
20960,"Cornaclea Hill",269.0,53.998,-10.125,"EI/HIW-028","Y"
20961,"Ballaghmore Hill",268.0,52.9911,-7.1281,"EI/HIE-002","Y"
20962,"Derrin",268.0,54.3885,-7.48355,"GI/HSW-003","Y"
20963,"Knockaughna",268.0,51.5708,-9.59592,"EI/HIS-085","Y"
20964,"Ben Dash",267.0,52.7855,-9.17013,"EI/HIW-009","Y"
20965,"Kilmichaelhill",267.0,52.7101,-6.37762,"EI/HIE-031","Y"
20966,"Coolnahau Hill",265.0,52.4223,-7.12173,"EI/HIS-026","Y"
20969,"Dereenavurrig Hill",261.0,51.8147,-9.93371,"EI/HIS-039","Y"
20970,"Hewson Hill",261.0,53.017,-7.22294,"EI/HIE-027","Y"
20971,"Tievenanass",261.0,53.9893,-7.11347,"EI/HIE-053","Y"
20972,"Croaghglengad",259.0,55.3257,-7.19572,"EI/HIN-017","Y"
20973,"Knockbrin",259.0,54.9858,-7.71021,"EI/HIN-041","Y"
20974,"Slieveboy",259.0,54.8734,-7.12999,"GI/HSM-013","Y"
20975,"Corballis Hill",258.0,52.9305,-6.77687,"EI/HIE-017","Y"
20976,"Inchimore",256.0,51.9056,-9.56706,"EI/HIS-069","Y"
20980,"Caponellan Hill",253.0,52.8239,-7.39995,"EI/HIS-020","Y"
20981,"Leam Hill",253.0,53.4249,-9.45388,"EI/HIW-065","Y"
20983,"Doonties Commons",252.0,52.1204,-10.1878,"EI/HIS-048","Y"
20984,"Donnell's Hill",250.0,52.2691,-7.33569,"EI/HIS-046","Y"
20985,"Killeagh",249.0,52.8655,-6.24857,"EI/HIE-029","Y"
20986,"Letterlogher",249.0,54.9108,-7.08241,"GI/HSM-008","Y"
20987,"Mullaghmeash Hill",244.0,54.9113,-7.02938,"GI/HSM-011","Y"
20990,"Carrigoona Commons",242.0,53.1733,-6.15679,"EI/HIE-013","Y"
20991,"Greenan Mountain",241.0,55.0234,-7.4285,"EI/HIN-036","Y"
20992,"Jonesborough Hill",241.0,54.102,-6.37726,"GI/HCA-002","Y"
20993,"Kill Hill",241.0,52.5413,-7.78555,"EI/HIS-072","Y"
20994,"The Hill of Moat",241.0,53.7354,-7.31279,"EI/HIE-052","Y"
20995,"Bray Head Hill",240.0,53.1775,-6.08331,"EI/HIE-007","Y"
20997,"Ballyroon Mountain",239.0,51.546,-9.81994,"EI/HIS-003","Y"
20998,"Beenmore",239.0,52.2352,-10.3413,"EI/HIS-006","Y"
20999,"Keelkill",239.0,53.7123,-9.53496,"EI/HIW-046","Y"
21000,"Knockbreteen",239.0,51.7686,-9.37689,"EI/HIS-086","Y"
21002,"Crockawama",238.0,55.0867,-7.93185,"EI/HIN-023","Y"
21003,"Illanmaster",238.0,54.3228,-9.64213,"EI/HIW-043","Y"
21005,"Knockakeo",238.0,52.0175,-8.08229,"EI/HIS-080","Y"
21008,"Tower Hill",238.0,52.3195,-7.35107,"EI/HIS-126","Y"
21009,"Derk Hill",236.0,52.5265,-8.35581,"EI/HIS-040","Y"
21011,"Killough Hill",235.0,52.6096,-7.83688,"EI/HIS-075","Y"
21012,"Knockseefin",235.0,52.5562,-8.36342,"EI/HIS-097","Y"
21013,"Corveagh Hill",233.0,53.7373,-9.47677,"EI/HIW-031","Y"
21014,"Dunmurry Hill",233.0,53.198,-6.93387,"EI/HIE-021","Y"
21015,"Fahane",233.0,51.633,-9.58654,"EI/HIS-055","Y"
21016,"Feede Mountain",233.0,54.0712,-6.36166,"EI/HIE-024","Y"
21017,"Carnmoney Hill",232.0,54.6775,-5.93576,"GI/HAH-003","Y"
21020,"Largy",230.0,54.538,-7.57899,"GI/HSW-005","Y"
21021,"Killeigh Hill",229.0,51.6113,-9.02566,"EI/HIS-074","Y"
21022,"Black Hill",228.0,52.8952,-7.74963,"EI/HIS-009","Y"
21023,"Knockmore",228.0,52.5925,-6.85566,"EI/HIS-088","Y"
21024,"Bockagh Hill",227.0,53.9353,-8.60672,"EI/HIN-009","Y"
21025,"Barroe North",226.0,54.0874,-8.30331,"EI/HIN-004","Y"
21026,"Cotracloghy",225.0,54.0719,-6.41357,"GI/HCA-001","Y"
21027,"Brown Mountain",224.0,54.9825,-7.90547,"EI/HIN-011","Y"
21028,"Knockadav",224.0,53.4141,-9.59339,"EI/HIW-049","Y"
21029,"Eagle Hill",223.0,51.6657,-10.0777,"EI/HIS-051","Y"
21030,"Knocknaveen",223.0,53.802,-9.97692,"EI/HIW-062","Y"
21031,"Bouleevin",222.0,53.0648,-8.98823,"EI/HIW-016","Y"
21033,"Boheh Hill",219.0,53.7517,-9.5455,"EI/HIW-015","Y"
21034,"Callahaniska",219.0,52.0582,-9.88151,"EI/HIS-017","Y"
21035,"Hill of Allen",219.0,53.2288,-6.86422,"EI/HIE-028","Y"
21036,"Meenavally",219.0,54.8286,-7.72845,"EI/HIN-051","Y"
21039,"Shantemon",218.0,54.0138,-7.29295,"EI/HIE-049","Y"
21040,"Mucklety Hill",217.0,54.0804,-8.69439,"EI/HIN-055","Y"
21041,"Townaloughra East Top",216.0,53.5207,-9.97887,"EI/HIW-082","Y"
21042,"Long Mountain",215.0,55.0011,-6.42868,"GI/HAH-008","Y"
21044,"Ballyea Hill",214.0,52.4734,-8.89694,"EI/HIW-007","Y"
21045,"Knock Hill",213.0,53.9147,-8.80647,"EI/HIN-040","Y"
21046,"Knockshigowna",212.0,53.0123,-7.99627,"EI/HIE-038","Y"
21047,"Carrowrevagh",210.0,53.72,-9.56403,"EI/HIW-020","Y"
21048,"Knockshanawee",209.0,51.8693,-8.79196,"EI/HIS-098","Y"
21049,"Tullyhappy",209.0,54.2273,-6.41068,"GI/HCA-003","Y"
21050,"Newtown Hill",208.0,52.7349,-6.89043,"EI/HIS-116","Y"
21051,"Knockatassonig",207.0,51.4861,-9.7974,"EI/HIS-084","Y"
21052,"Lannimore Hill",207.0,55.2257,-6.36168,"GI/HAH-007","Y"
21053,"Fermoyle Hill",206.0,51.8736,-10.2615,"EI/HIS-060","Y"
21055,"Gortamullin",205.0,51.894,-9.62332,"EI/HIS-063","Y"
21056,"Knockanes",205.0,53.0234,-9.00219,"EI/HIW-052","Y"
21057,"Knocknalarabana",204.0,52.9927,-9.37082,"EI/HIW-060","Y"
21058,"Knockroe",204.0,52.579,-8.50228,"EI/HIS-095","Y"
21059,"Cullen Hill",201.0,54.4064,-7.7482,"GI/HSW-002","Y"
21060,"Slieveadrohid [Hare Hill]",201.0,51.7074,-8.81372,"EI/HIS-121","Y"
21061,"Bawn Mountain",200.0,53.6589,-7.72848,"EI/HIE-006","Y"
21062,"Knockastia",200.0,53.4394,-7.63208,"EI/HIE-034","Y"
21063,"Cruckboeltane",199.0,53.6089,-7.34657,"EI/HIE-019","Y"
21064,"Slieveward",199.0,54.1926,-8.52622,"EI/HIN-062","Y"
21065,"Newtown Hill",198.0,53.3483,-9.22753,"EI/HIW-071","Y"
21066,"Rush Hill",197.0,53.8406,-9.15225,"EI/HIN-057","Y"
21069,"Knockskagh",195.0,51.6065,-9.15835,"EI/HIS-099","Y"
21071,"Lacken Hill",193.0,52.3996,-6.88564,"EI/HIS-100","Y"
21073,"Lettershinna Hill",192.0,53.4262,-9.75933,"EI/HIW-067","Y"
21074,"Knockninny Hill",191.0,54.2191,-7.58225,"GI/HSW-004","Y"
21075,"Binnion Hill",190.0,54.897,-7.4942,"EI/HIN-007","Y"
21076,"Cloontohil",190.0,52.8915,-9.08235,"EI/HIW-025","Y"
21077,"Lugganammer Hill",190.0,53.932,-7.71605,"EI/HIN-046","Y"
21078,"Clifden Hill",189.0,52.9514,-9.1136,"EI/HIW-023","Y"
21080,"Ballyguile Hill",188.0,52.9675,-6.04499,"EI/HIE-004","Y"
21082,"Knockboha",186.0,54.2891,-9.30908,"EI/HIW-054","Y"
21083,"Ouley Hill",186.0,54.4939,-5.86785,"GI/HMM-008","Y"
21084,"Srahmore",186.0,53.9671,-9.56564,"EI/HIW-078","Y"
21085,"Doolieve",182.5,51.7897,-8.45848,"EI/HIS-047","Y"
21086,"Srahataggle",182.0,54.3099,-9.66621,"EI/HIW-077","Y"
21087,"Camaross Hill",181.0,52.3807,-6.70254,"EI/HIS-018","Y"
21088,"Glanarough Hill",181.0,51.5982,-10.1323,"EI/HIS-062","Y"
21089,"Bree Hill",179.0,52.44,-6.62727,"EI/HIS-011","Y"
21091,"Oulart Hill",179.0,52.5154,-6.40101,"EI/HIE-047","Y"
21092,"Sheemore",178.0,53.9926,-8.01599,"EI/HIN-059","Y"
21094,"Knockroe",177.0,52.1092,-7.99197,"EI/HIS-096","Y"
21097,"Toome [Tuaim]",175.0,54.8635,-8.32934,"EI/HIN-065","Y"
21098,"Gortrumnagh",174.0,53.4967,-10.0682,"EI/HIW-041","Y"
21099,"Soldiers Hill",174.0,55.3301,-7.33271,"EI/HIN-063","Y"
21100,"Carrickleck Hill",173.0,53.8683,-6.74663,"EI/HIE-011","Y"
21101,"Kinknock Hill",173.0,53.7623,-9.75364,"EI/HIW-047","Y"
21102,"Highbank",171.0,54.9576,-7.60115,"EI/HIN-037","Y"
21103,"Knockarudane Hill",169.0,51.572,-9.09833,"EI/HIS-082","Y"
21104,"Knockroe",168.0,53.4197,-8.74225,"EI/HIW-063","Y"
21105,"Knockmaa",167.0,53.4811,-8.96323,"EI/HIW-055","Y"
21106,"Moydow",165.0,53.5738,-8.16528,"EI/HIN-053","Y"
21107,"Garravagh North Top",164.0,51.8999,-8.62978,"EI/HIW-037","Y"
21108,"Lackenakea",164.0,51.4687,-9.76074,"EI/HIS-101","Y"
21109,"Reenearagh",162.0,51.7791,-10.2206,"EI/HIS-118","Y"
21110,"Knocknaheeny",142.0,51.9086,-8.50639,"EI/HIW-059","Y"
21111,"Derryvour Hill",160.0,51.7263,-9.95599,"EI/HIS-044","Y"
21112,"Lick Hill",158.0,51.5226,-9.27437,"EI/HIS-105","Y"
21113,"Dromona Hill",156.0,52.0974,-7.84021,"EI/HIS-049","Y"
21114,"Lahardane Hill",156.0,51.5113,-9.24092,"EI/HIS-103","Y"
21115,"Eagle Hill",155.0,51.7514,-10.1149,"EI/HIS-052","Y"
21116,"Porturlin Hill",155.0,54.3193,-9.69733,"EI/HIW-074","Y"
21117,"Crocknaneeve [Cnoc na Naomh]",154.0,55.1351,-8.19203,"EI/HIN-026","Y"
21119,"Killiney Hill",153.0,53.2651,-6.11237,"EI/HIE-030","Y"
21120,"Drumavohy Hill",153.0,55.229,-7.63458,"EI/HIN-029","Y"
21121,"Ballynabrocky Hill [Baile na Brocai]",152.0,55.2596,-7.65002,"EI/HIN-002","Y"
21122,"Lurgacloughan",149.0,55.2158,-7.7321,"EI/HIN-047","Y"
21124,"Balloor Hill",147.0,53.7735,-9.78596,"EI/HIW-006","Y"
21125,"Knockaunbaun",146.0,53.5679,-10.1064,"EI/HIW-053","Y"
21128,"Gortnadrehy",143.0,54.0059,-9.15681,"EI/HIW-040","Y"
21129,"Ballincollop Hill",141.0,51.6243,-8.74003,"EI/HIS-002","Y"
21130,"Donalds Carn",141.0,54.8054,-5.70526,"GI/HAH-005","Y"
21131,"Tormore Island North",139.0,54.7632,-8.69204,"EI/HIN-066","Y"
21133,"Moveen Hill",136.0,52.657,-9.68986,"EI/HIW-068","Y"
